date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2008225,2008-08-12,MOD11A2,LST_Day_1km,295.0200,298.0200,24038.0762,3.0000,296.7664,0.5868,0.7660,81,81,100.00
A2008233,2008-08-20,MOD11A2,LST_Day_1km,296.8200,298.7400,24105.1992,1.9200,297.5951,0.1765,0.4201,81,81,100.00
A2008241,2008-08-28,MOD11A2,LST_Day_1km,299.0000,301.0200,24315.2637,2.0200,300.1884,0.1342,0.3664,81,81,100.00
A2008249,2008-09-05,MOD11A2,LST_Day_1km,293.3200,294.9600,23831.4980,1.6400,294.2160,0.1364,0.3694,81,81,100.00
A2008257,2008-09-13,MOD11A2,LST_Day_1km,294.9600,297.9600,24012.3594,3.0000,296.4489,0.6098,0.7809,81,81,100.00
A2008265,2008-09-21,MOD11A2,LST_Day_1km,298.0800,300.4200,24253.3848,2.3400,299.4245,0.3285,0.5732,81,81,100.00
A2008273,2008-09-29,MOD11A2,LST_Day_1km,291.8200,294.0600,23740.0820,2.2400,293.0874,0.2051,0.4528,81,81,100.00
A2008281,2008-10-07,MOD11A2,LST_Day_1km,294.7200,295.8600,23918.5176,1.1400,295.2903,0.0524,0.2289,81,81,100.00
A2008289,2008-10-15,MOD11A2,LST_Day_1km,286.1200,291.1800,23481.6602,5.0600,289.8970,0.9306,0.9647,81,81,100.00
A2008297,2008-10-23,MOD11A2,LST_Day_1km,286.3800,288.1600,23308.8574,1.7800,287.7637,0.0569,0.2386,81,81,100.00
A2008305,2008-10-31,MOD11A2,LST_Day_1km,292.7800,294.6000,23804.9141,1.8200,293.8878,0.1238,0.3518,81,81,100.00
A2008313,2008-11-08,MOD11A2,LST_Day_1km,275.8800,276.0200,1931.5800,0.1400,275.9400,0.0048,0.0693,81,7,8.64
A2008321,2008-11-16,MOD11A2,LST_Day_1km,275.1000,278.0000,22412.7012,2.9000,276.7000,0.4088,0.6394,81,81,100.00
A2008329,2008-11-24,MOD11A2,LST_Day_1km,278.9800,280.7800,22696.0605,1.8000,280.1983,0.0974,0.3120,81,81,100.00
A2008337,2008-12-02,MOD11A2,LST_Day_1km,263.9200,267.2200,18880.4609,3.3000,265.9220,0.7296,0.8542,81,71,87.65
A2008345,2008-12-10,MOD11A2,LST_Day_1km,267.3000,273.5600,21226.4746,6.2600,268.6895,3.7665,1.9408,81,79,97.53
A2008353,2008-12-18,MOD11A2,LST_Day_1km,260.4000,262.6600,21171.1055,2.2600,261.3717,0.4062,0.6374,81,81,100.00
A2008361,2008-12-26,MOD11A2,LST_Day_1km,269.2400,272.0600,21974.5938,2.8200,271.2913,0.3944,0.6280,81,81,100.00
A2009001,2009-01-01,MOD11A2,LST_Day_1km,271.2800,271.9600,13041.1836,0.6800,271.6913,0.0326,0.1807,81,48,59.26
A2009009,2009-01-09,MOD11A2,LST_Day_1km,250.3200,260.2200,20633.5762,9.9000,254.7355,6.9015,2.6271,81,81,100.00
A2009017,2009-01-17,MOD11A2,LST_Day_1km,264.4800,267.9200,21655.2812,3.4400,267.3492,0.6078,0.7796,81,81,100.00
A2009025,2009-01-25,MOD11A2,LST_Day_1km,266.6200,272.5200,21809.6758,5.9000,269.2552,2.6241,1.6199,81,81,100.00
A2009033,2009-02-02,MOD11A2,LST_Day_1km,263.9800,276.0800,21335.7129,12.1000,270.0723,7.2593,2.6943,81,79,97.53
A2009041,2009-02-10,MOD11A2,LST_Day_1km,281.6200,282.4000,22841.9395,0.7800,281.9993,0.0363,0.1906,81,81,100.00
A2009049,2009-02-18,MOD11A2,LST_Day_1km,275.4000,278.4400,22444.8008,3.0400,277.0963,0.5164,0.7186,81,81,100.00
A2009057,2009-02-26,MOD11A2,LST_Day_1km,277.0600,279.1400,22537.2773,2.0800,278.2380,0.2131,0.4616,81,81,100.00
A2009065,2009-03-06,MOD11A2,LST_Day_1km,279.3600,287.4400,23013.5527,8.0800,284.1179,10.1330,3.1832,81,81,100.00
A2009073,2009-03-14,MOD11A2,LST_Day_1km,289.5800,292.7800,23620.9434,3.2000,291.6166,0.5114,0.7151,81,81,100.00
A2009081,2009-03-22,MOD11A2,LST_Day_1km,274.9800,286.5000,22116.1816,11.5200,283.5408,5.2161,2.2839,81,78,96.30
A2009089,2009-03-30,MOD11A2,LST_Day_1km,284.3400,289.9800,23392.4570,5.6400,288.7958,1.1984,1.0947,81,81,100.00
A2009097,2009-04-07,MOD11A2,LST_Day_1km,288.8800,291.7000,23553.9961,2.8200,290.7901,0.4201,0.6482,81,81,100.00
A2009105,2009-04-15,MOD11A2,LST_Day_1km,296.0800,301.4400,24117.2812,5.3600,297.7442,0.6687,0.8177,81,81,100.00
A2009113,2009-04-23,MOD11A2,LST_Day_1km,304.4000,308.2400,24824.8574,3.8400,306.4797,0.5924,0.7697,81,81,100.00
A2009121,2009-05-01,MOD11A2,LST_Day_1km,297.3400,301.4600,24277.0391,4.1200,299.7165,1.0267,1.0133,81,81,100.00
A2009129,2009-05-09,MOD11A2,LST_Day_1km,293.9000,296.8800,23870.2188,2.9800,294.6941,0.3783,0.6151,81,81,100.00
A2009137,2009-05-17,MOD11A2,LST_Day_1km,303.3200,307.2000,24760.7559,3.8800,305.6884,0.8793,0.9377,81,81,100.00
A2009145,2009-05-25,MOD11A2,LST_Day_1km,299.6000,306.0200,24539.1348,6.4200,302.9523,2.6496,1.6278,81,81,100.00
A2009153,2009-06-02,MOD11A2,LST_Day_1km,293.9600,300.9600,24223.6445,7.0000,299.0573,1.8184,1.3485,81,81,100.00
A2009161,2009-06-10,MOD11A2,LST_Day_1km,,,,,,,,81,0,0.00
A2009169,2009-06-18,MOD11A2,LST_Day_1km,300.2800,305.9600,24603.6562,5.6800,303.7488,1.4751,1.2145,81,81,100.00
A2009177,2009-06-26,MOD11A2,LST_Day_1km,300.0400,304.6400,24496.3555,4.6000,302.4241,0.8791,0.9376,81,81,100.00
A2009185,2009-07-04,MOD11A2,LST_Day_1km,299.3400,304.1000,24458.8301,4.7600,301.9609,0.7299,0.8544,81,81,100.00
A2009193,2009-07-12,MOD11A2,LST_Day_1km,296.5600,299.5600,24103.4395,3.0000,297.5733,0.7555,0.8692,81,81,100.00
A2009201,2009-07-20,MOD11A2,LST_Day_1km,297.7200,299.4200,24188.6777,1.7000,298.6256,0.1247,0.3532,81,81,100.00
A2009209,2009-07-28,MOD11A2,LST_Day_1km,297.7600,300.0800,24195.7168,2.3200,298.7126,0.2463,0.4963,81,81,100.00
A2009217,2009-08-05,MOD11A2,LST_Day_1km,297.4800,300.5600,24239.8164,3.0800,299.2570,0.7452,0.8633,81,81,100.00
A2009225,2009-08-13,MOD11A2,LST_Day_1km,295.2400,298.9400,24038.8594,3.7000,296.7760,0.7107,0.8430,81,81,100.00
A2009233,2009-08-21,MOD11A2,LST_Day_1km,296.9200,298.4600,24107.8770,1.5400,297.6281,0.1337,0.3656,81,81,100.00
A2009241,2009-08-29,MOD11A2,LST_Day_1km,294.2800,296.5200,23917.6582,2.2400,295.2797,0.1801,0.4244,81,81,100.00
A2009249,2009-09-06,MOD11A2,LST_Day_1km,297.0400,299.5000,24165.5762,2.4600,298.3405,0.4364,0.6606,81,81,100.00
A2009257,2009-09-14,MOD11A2,LST_Day_1km,295.0000,300.3600,24108.9941,5.3600,297.6419,1.8061,1.3439,81,81,100.00
A2009265,2009-09-22,MOD11A2,LST_Day_1km,292.3800,295.7600,23807.9219,3.3800,293.9250,0.5263,0.7255,81,81,100.00
A2009273,2009-09-30,MOD11A2,LST_Day_1km,288.1600,292.7400,23513.2832,4.5800,290.2874,1.1601,1.0771,81,81,100.00
A2009281,2009-10-08,MOD11A2,LST_Day_1km,284.2000,286.2600,19096.0020,2.0600,285.0150,0.3057,0.5529,81,67,82.72
A2009289,2009-10-16,MOD11A2,LST_Day_1km,289.7600,290.8400,23525.0391,1.0800,290.4326,0.0586,0.2420,81,81,100.00
A2009297,2009-10-24,MOD11A2,LST_Day_1km,282.9600,286.1000,23082.6562,3.1400,284.9711,1.1749,1.0839,81,81,100.00
A2009305,2009-11-01,MOD11A2,LST_Day_1km,288.0200,290.9400,23429.0566,2.9200,289.2476,0.7239,0.8508,81,81,100.00
A2009313,2009-11-09,MOD11A2,LST_Day_1km,285.7400,290.6000,23365.2754,4.8600,288.4602,0.8607,0.9278,81,81,100.00
A2009321,2009-11-17,MOD11A2,LST_Day_1km,282.7800,286.0200,23020.1445,3.2400,284.1993,0.5452,0.7384,81,81,100.00
A2009329,2009-11-25,MOD11A2,LST_Day_1km,282.3600,283.3400,22917.2598,0.9800,282.9291,0.0319,0.1785,81,81,100.00
A2009337,2009-12-03,MOD11A2,LST_Day_1km,275.2800,276.4200,22354.7148,1.1400,275.9841,0.0510,0.2257,81,81,100.00
A2009345,2009-12-11,MOD11A2,LST_Day_1km,261.8200,264.3000,21255.0605,2.4800,262.4081,0.1554,0.3942,81,81,100.00
A2009353,2009-12-19,MOD11A2,LST_Day_1km,264.1400,265.0200,3177.1201,0.8800,264.7600,0.0533,0.2308,81,12,14.81
A2009361,2009-12-27,MOD11A2,LST_Day_1km,260.6600,261.6000,21146.0859,0.9400,261.0628,0.0447,0.2115,81,81,100.00
A2010001,2010-01-01,MOD11A2,LST_Day_1km,252.6000,256.9400,20681.7812,4.3400,255.3306,1.6293,1.2764,81,81,100.00
A2010009,2010-01-09,MOD11A2,LST_Day_1km,262.8000,263.5800,21320.7441,0.7800,263.2191,0.0562,0.2371,81,81,100.00
A2010017,2010-01-17,MOD11A2,LST_Day_1km,269.8400,271.8600,21960.0410,2.0200,271.1116,0.3172,0.5632,81,81,100.00
A2010025,2010-01-25,MOD11A2,LST_Day_1km,261.7800,264.8600,20052.0371,3.0800,263.8426,0.6947,0.8335,81,76,93.83
A2010033,2010-02-02,MOD11A2,LST_Day_1km,259.2600,265.1800,21301.1016,5.9200,262.9766,1.6929,1.3011,81,81,100.00
A2010041,2010-02-10,MOD11A2,LST_Day_1km,261.0000,265.5000,21356.4395,4.5000,263.6598,1.3914,1.1796,81,81,100.00
A2010049,2010-02-18,MOD11A2,LST_Day_1km,263.4000,265.7800,21459.7383,2.3800,264.9350,0.3282,0.5729,81,81,100.00
A2010057,2010-02-26,MOD11A2,LST_Day_1km,269.6400,270.8000,21877.0410,1.1600,270.0869,0.0666,0.2580,81,81,100.00
A2010065,2010-03-06,MOD11A2,LST_Day_1km,259.7600,261.9400,6260.6597,2.1800,260.8608,0.5110,0.7148,81,24,29.63
A2010073,2010-03-14,MOD11A2,LST_Day_1km,283.4400,290.8800,23310.5195,7.4400,287.7842,1.7511,1.3233,81,81,100.00
A2010081,2010-03-22,MOD11A2,LST_Day_1km,283.4400,291.8200,23319.0215,8.3800,287.8892,2.9860,1.7280,81,81,100.00
A2010089,2010-03-30,MOD11A2,LST_Day_1km,291.8200,296.7400,23913.1562,4.9200,295.2242,1.0025,1.0012,81,81,100.00
A2010097,2010-04-07,MOD11A2,LST_Day_1km,294.8800,298.1000,24035.5801,3.2200,296.7356,0.5805,0.7619,81,81,100.00
A2010105,2010-04-15,MOD11A2,LST_Day_1km,296.0800,301.7800,24241.2773,5.7000,299.2750,1.3849,1.1768,81,81,100.00
A2010113,2010-04-23,MOD11A2,LST_Day_1km,291.9600,296.1400,23861.2012,4.1800,294.5827,0.8053,0.8974,81,81,100.00
A2010121,2010-05-01,MOD11A2,LST_Day_1km,297.0800,300.0800,24185.2637,3.0000,298.5835,0.3698,0.6081,81,81,100.00
A2010129,2010-05-09,MOD11A2,LST_Day_1km,279.9800,283.5400,9322.8193,3.5600,282.5097,1.4508,1.2045,81,33,40.74
A2010137,2010-05-17,MOD11A2,LST_Day_1km,302.9200,308.9200,24771.7832,6.0000,305.8245,1.6845,1.2979,81,81,100.00
A2010145,2010-05-25,MOD11A2,LST_Day_1km,305.5200,311.7200,25049.9766,6.2000,309.2590,1.9174,1.3847,81,81,100.00
A2010153,2010-06-02,MOD11A2,LST_Day_1km,299.1000,304.5800,24369.3418,5.4800,300.8561,1.0373,1.0185,81,81,100.00
A2010161,2010-06-10,MOD11A2,LST_Day_1km,299.4000,302.8200,24363.3418,3.4200,300.7820,0.5949,0.7713,81,81,100.00
A2010169,2010-06-18,MOD11A2,LST_Day_1km,298.5600,300.9800,24314.5820,2.4200,300.1800,0.3147,0.5610,81,81,100.00
A2010177,2010-06-26,MOD11A2,LST_Day_1km,300.5600,302.2800,24392.1016,1.7200,301.1371,0.1166,0.3415,81,81,100.00
A2010185,2010-07-04,MOD11A2,LST_Day_1km,298.8800,302.7800,24457.8008,3.9000,301.9482,0.4384,0.6621,81,81,100.00
A2010193,2010-07-12,MOD11A2,LST_Day_1km,300.4000,302.6200,24430.1211,2.2200,301.6064,0.2109,0.4593,81,81,100.00
A2010201,2010-07-20,MOD11A2,LST_Day_1km,299.2400,301.1200,24319.3398,1.8800,300.2388,0.1784,0.4224,81,81,100.00
A2010209,2010-07-28,MOD11A2,LST_Day_1km,297.6800,300.8000,24271.7422,3.1200,299.6511,0.4136,0.6431,81,81,100.00
A2010217,2010-08-05,MOD11A2,LST_Day_1km,299.9200,300.7600,24325.5762,0.8400,300.3158,0.0427,0.2067,81,81,100.00
A2010225,2010-08-13,MOD11A2,LST_Day_1km,298.5400,299.8800,24220.4590,1.3400,299.0180,0.0837,0.2893,81,81,100.00
A2010233,2010-08-21,MOD11A2,LST_Day_1km,300.4800,301.3800,24367.4375,0.9000,300.8326,0.0406,0.2015,81,81,100.00
A2010241,2010-08-29,MOD11A2,LST_Day_1km,297.8600,299.2400,24188.9824,1.3800,298.6294,0.0774,0.2782,81,81,100.00
A2010249,2010-09-06,MOD11A2,LST_Day_1km,295.8600,298.0000,24078.9395,2.1400,297.2708,0.2417,0.4917,81,81,100.00
A2010257,2010-09-14,MOD11A2,LST_Day_1km,299.3200,300.5800,24296.9629,1.2600,299.9625,0.0954,0.3089,81,81,100.00
A2010265,2010-09-22,MOD11A2,LST_Day_1km,294.5000,296.8600,23914.3613,2.3600,295.2390,0.2345,0.4843,81,81,100.00
A2010273,2010-09-30,MOD11A2,LST_Day_1km,294.2400,297.0800,23954.6562,2.8400,295.7365,0.3841,0.6197,81,81,100.00
A2010281,2010-10-08,MOD11A2,LST_Day_1km,297.0600,300.1000,24172.9434,3.0400,298.4314,0.3438,0.5863,81,81,100.00
A2010289,2010-10-16,MOD11A2,LST_Day_1km,292.1000,296.1000,23867.7559,4.0000,294.6637,0.6024,0.7761,81,81,100.00
A2010297,2010-10-24,MOD11A2,LST_Day_1km,286.0400,287.6400,23251.4004,1.6000,287.0543,0.0970,0.3114,81,81,100.00
